code,name,price,pe_ttm,pb,mcap_yi,change_pct,turnover,score,pct_ma20,pct_ma60,vol_ratio,chg_20d,dd_10d,reasons,tags,sector,hot_count
002414,高德红外,13.17,58.1,7.6,448,-5.2,1.7,37,0.8,-3.1,1.0,-1.7,-6.1,站上MA20|均线发散向上|PE=58x(合理),,国防军工,0
600667,太极实业,26.88,122.4,6.4,562,6.2,25.2,32,48.1,102.5,0.9,97.2,-3.4,多头排列|均线发散向上|已远离MA60(高位)|回撤控制好,存储芯片封测|SK海力士|无锡国资|一季报增长,,2
600367,红星发展,58.28,215.7,8.0,188,10.0,21.4,32,13.8,78.7,1.0,75.5,-12.2,多头排列|均线发散向上,玻璃基板上游|MLCC上游|碳酸锶|青岛国资,,5
601369,陕鼓动力,9.05,22.5,1.8,154,10.0,1.3,30,1.5,-1.8,0.8,-4.3,-2.3,站上MA20|回撤控制好|PE=23x(低估),压缩空气储能|透平机械|国企改革,,4
600343,航天动力,26.27,-88.9,13.2,168,10.0,9.7,28,5.3,-15.6,1.0,-6.7,0.0,站上MA20|回撤控制好,商业航天|氢能|航天央企,,4
600118,中国卫星,77.77,5417.2,14.5,920,10.0,7.6,28,0.8,-10.4,1.1,-5.1,-4.8,站上MA20|回撤控制好,商业航天|卫星|央企|一季度营收增,,4
600730,*ST高科,11.31,-51.6,4.0,66,5.0,3.1,28,-11.4,1.9,1.0,-19.7,-17.0,距MA60仅2%(极早期),先进封装|半导体封测|教育,,4
001400,江顺科技,115.37,113.7,7.7,53,10.0,8.6,28,4.7,-6.9,1.0,-0.5,-2.9,站上MA20|回撤控制好,3D打印|商业航天|液冷服务器|铝挤压模具,,4
002822,ST中装,2.90,-1.8,5.3,31,5.1,3.3,28,6.0,-3.9,1.2,-2.0,0.0,站上MA20|回撤控制好,申请撤销ST|物业管理|固废资源化|重整完成,,6
002672,东江环保,3.49,-3.1,1.7,32,-9.6,4.1,27,-5.5,-14.1,1.8,-7.4,-15.5,均线发散向上|温和放量(1.8x),稀贵金属|危废资源化|氟化工|广东国资,,2
600406,国电南瑞,22.74,21.9,3.4,1821,-0.4,0.8,26,-3.2,-10.6,1.1,-9.4,-5.1,回撤控制好|PE=22x(低估),,电力设备,0
002592,ST八菱,6.08,18.3,1.8,16,-3.8,1.8,25,-9.0,-19.2,1.3,-13.1,-11.2,温和放量(1.3x)|PE=18x(低估),,汽车,0
002236,大华股份,15.98,13.4,1.4,382,-4.1,1.7,25,-2.8,-7.1,1.2,-7.7,-7.1,温和放量(1.2x)|PE=13x(低估),,计算机设备,0
